#NAME,#NAME
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
GECO001153,GECO001153
GECO001154,GECO001154
GECO001155,GECO001155
GECO001156,GECO000985
GECO001157,GECO001157
GECO001158,GECO001158
GECO001159,GECO001159
GECO001160,GECO000645
GECO001161,GECO001161
GECO001162,GECO001162
GECO001163,GECO000115
GECO001164,GECO001164
GECO001165,GECO001165
GECO001166,GECO001166
GECO001167,GECO001167
GECO001168,GECO001168
GECO001169,GECO001169
GECO001170,GECO001170
GECO001171,GECO001171
GECO001172,GECO001172
GECO001173,GECO001173
GECO001174,GECO001174
GECO001175,GECO000139
GECO001176,GECO001176
GECO001177,GECO001023
GECO001178,GECO001178
GECO001179,GECO001179
GECO001180,GECO001180
GECO001181,GECO001181
GECO001182,GECO001182
GECO001183,GECO001183
GECO001184,GECO001184
GECO001185,GECO001185
GECO001186,GECO001186
GECO001187,GECO001187
GECO001188,GECO001188
GECO001189,GECO001189
GECO001190,GECO001190
GECO001191,GECO001191
GECO001192,GECO001192
GECO001193,GECO001193
GECO001194,GECO001152
GECO001195,GECO001195
GECO001196,GECO001196
GECO001197,GECO001197
GECO001198,GECO001198
GECO001199,GECO001199
GECO001200,GECO001200
GECO001201,GECO001201
GECO001202,GECO001202
GECO001203,GECO001203
GECO001204,GECO001204
GECO001205,GECO001205
GECO001206,GECO001206
GECO001207,GECO001207
GECO001208,GECO001208
GECO001209,GECO001209
GECO001210,GECO001210
GECO001211,GECO001211
GECO001212,GECO000108
GECO001213,GECO001213
GECO001214,GECO001214
GECO001215,GECO001215
GECO001216,GECO001216
GECO001217,GECO001217
GECO001218,GECO001218
GECO001219,GECO001219
GECO001220,GECO001220
GECO001221,GECO001007
GECO001222,GECO001222
GECO001223,GECO001223
GECO001224,GECO001224
GECO001225,GECO000624
GECO001226,GECO001226
GECO001227,GECO001227
GECO001228,GECO001228
GECO001229,GECO000685
GECO001230,GECO001230
GECO001231,GECO000159
GECO001232,GECO001232
GECO001233,GECO001233
GECO001234,GECO001136
GECO001235,GECO001235
GECO001236,GECO001236
GECO001237,GECO001237
GECO001238,GECO001238
GECO001239,GECO001239
GECO001240,GECO001240
GECO001241,GECO001241
GECO001242,GECO001242
GECO001243,GECO001243
GECO001244,GECO001244
GECO001245,GECO001245
GECO001246,GECO001246
GECO001247,GECO001247
GECO001248,GECO001248
GECO001249,GECO001249
GECO001250,GECO001250
GECO001251,GECO001251
GECO001252,GECO001252
GECO001253,GECO001253
GECO001254,GECO001254
GECO001255,GECO000209
GECO001256,GECO000550
GECO001257,GECO001257
GECO001258,GECO001258
GECO001259,GECO001259
GECO001260,GECO001260
GECO001261,GECO001261
GECO001262,GECO001262
GECO001263,GECO001263
GECO001264,GECO001264
GECO001265,GECO001265
GECO001266,GECO001266
GECO001267,GECO001267
GECO001268,GECO001268
GECO001269,GECO001269
GECO001270,GECO001270
GECO001271,GECO001271
GECO001272,GECO001272
GECO001273,GECO001273
GECO001274,GECO001274
GECO001275,GECO000955
GECO001276,GECO001276
GECO001277,GECO001277
GECO001278,GECO001278
GECO001279,GECO001279
GECO001280,GECO001280
GECO001281,GECO001281
GECO001282,GECO001117
GECO001283,GECO001283
GECO001284,GECO001284
GECO001285,GECO001285
GECO001286,GECO001286
GECO001287,GECO001287
GECO001288,GECO001288
GECO001289,GECO001289
GECO001290,GECO001290
GECO001291,GECO001291
GECO001292,GECO001292
GECO001293,GECO001293
GECO001294,GECO001294
GECO001295,GECO001295
GECO001296,GECO001296
GECO001297,GECO001297
GECO001298,GECO001298
GECO001299,GECO001299
GECO001300,GECO001300
GECO001301,GECO000666
GECO001302,GECO001302
GECO001303,GECO001006
GECO001304,GECO001304
GECO001305,GECO001305
GECO001306,GECO001306
GECO001307,GECO001307
GECO001308,GECO001308
GECO001309,GECO001309
GECO001310,GECO001310
GECO001311,GECO001183
GECO001312,GECO000605
GECO001313,GECO001313
GECO001314,GECO001314
GECO001315,GECO001315
GECO001316,GECO001316
GECO001317,GECO001317
GECO001318,GECO001318
GECO001319,GECO001319
GECO001320,GECO001320
GECO001321,GECO001321
GECO001322,GECO001322
GECO001323,GECO000503
GECO001324,GECO001324
GECO001325,GECO001325
GECO001326,GECO001326
GECO001327,GECO001327
GECO001328,GECO001328
GECO001329,GECO001329
GECO001330,GECO001330
GECO001331,GECO001331
GECO001332,GECO001332
GECO001333,GECO001333
GECO001334,GECO001334
GECO001335,GECO001335
GECO001336,GECO001336
GECO001337,GECO001337
GECO001338,GECO001338
GECO001339,GECO001339
GECO001340,GECO001340
GECO001341,GECO001341
GECO001342,GECO001342
GECO001343,GECO001343
GECO001344,GECO001122
GECO001345,GECO001345
GECO001346,GECO001346
GECO001347,GECO001347
GECO001348,GECO001348
GECO001349,GECO001349
GECO001350,GECO000212
GECO001351,GECO001351
GECO001352,GECO001352
GECO001353,GECO001353
GECO001354,GECO001354
GECO001355,GECO001355
GECO001356,GECO001356
GECO001357,GECO000076
GECO001358,GECO001358
GECO001359,GECO001359
GECO001360,GECO001360
GECO001361,GECO001361
GECO001362,GECO001362
GECO001363,GECO000156
GECO001364,GECO000576
GECO001365,GECO001365
GECO001366,GECO001366
GECO001367,GECO001367
GECO001368,GECO001368
GECO001369,GECO001369
GECO001370,GECO001370
GECO001371,GECO001371
GECO001372,GECO001372
GECO001373,GECO001373
GECO001374,GECO001374
GECO001375,GECO001375
GECO001376,GECO001376
GECO001377,GECO001377
GECO001378,GECO001378
GECO001379,GECO001379
GECO001380,GECO001380
GECO001381,GECO001381
GECO001382,GECO001382
GECO001383,GECO001383
GECO001384,GECO001384
GECO001385,GECO001385
GECO001386,GECO000782
GECO001387,GECO001387
GECO001388,GECO001388
GECO001389,GECO001389
GECO001390,GECO000443
GECO001391,GECO001391
GECO001392,GECO001392
GECO001393,GECO000044
GECO001394,GECO001394
GECO001395,GECO000462
GECO001396,GECO001396
GECO001397,GECO001397
GECO001398,GECO001398
GECO001399,GECO001399
GECO001400,GECO001400
GECO001401,GECO001401
GECO001402,GECO001402
GECO001403,GECO000547
GECO001404,GECO000871
GECO001405,GECO001405
GECO001406,GECO001406
GECO001407,GECO001407
GECO001408,GECO000119
GECO001409,GECO000407
GECO001410,GECO001410
GECO001411,GECO000539
GECO001412,GECO000392
GECO001413,GECO001413
GECO001414,GECO001414
GECO001415,GECO001415
GECO001416,GECO001416
GECO001417,GECO001086
GECO001418,GECO001418
GECO001419,GECO001419
GECO001420,GECO001420
GECO001421,GECO001421
GECO001422,GECO001422
GECO001423,GECO001423
GECO001424,GECO001424
GECO001425,GECO001081
GECO001426,GECO001426
GECO001427,GECO001427
GECO001428,GECO001428
GECO001429,GECO001429
GECO001430,GECO001430
GECO001431,GECO001431
GECO001432,GECO000011
GECO001433,GECO001433
GECO001434,GECO001434
GECO001435,GECO000198
GECO001436,GECO001436
GECO001437,GECO001437
GECO001438,GECO001438
GECO001439,GECO001439
GECO001440,GECO001440
GECO001441,GECO001441
GECO001442,GECO001442
GECO001443,GECO001443
GECO001444,GECO001444
GECO001445,GECO001445
GECO001446,GECO000615
GECO001447,GECO001447
GECO001448,GECO001448
GECO001449,GECO000451
GECO001450,GECO001450
GECO001451,GECO001451
GECO001452,GECO001452
GECO001453,GECO001453
GECO001454,GECO001454
GECO001455,GECO000220
GECO001456,GECO001456
GECO001457,GECO001457
GECO001458,GECO001458
GECO001459,GECO001168
GECO001460,GECO001460
GECO001461,GECO001461
GECO001462,GECO001462
GECO001463,GECO001463
GECO001464,GECO001464
GECO001465,GECO001266
GECO001466,GECO001466
GECO001467,GECO001467
GECO001468,GECO001468
GECO001469,GECO001469
GECO001470,GECO001470
GECO001471,GECO000867
GECO001472,GECO001472
GECO001473,GECO001473
GECO001474,GECO001474
GECO001475,GECO001475
GECO001476,GECO000751
GECO001477,GECO001477
GECO001478,GECO001478
GECO001479,GECO001479
GECO001480,GECO001480
GECO001481,GECO001230
GECO001482,GECO000789
GECO001483,GECO001483
GECO001484,GECO001484
GECO001485,GECO001485
GECO001486,GECO001486
GECO001487,GECO001487
GECO001488,GECO001488
GECO001489,GECO001489
GECO001490,GECO001490
GECO001491,GECO001491
GECO001492,GECO001492
GECO001493,GECO001493
GECO001494,GECO001494
GECO001495,GECO001495
GECO001496,GECO000476
GECO001497,GECO000436
GECO001498,GECO001498
GECO001499,GECO001499
GECO001500,GECO001500
GECO001501,GECO001501
GECO001502,GECO001502
GECO001503,GECO001503
GECO001504,GECO001504
GECO001505,GECO001505
GECO001506,GECO001506
GECO001507,GECO000869
GECO001508,GECO001078
GECO001509,GECO001509
GECO001510,GECO001510
GECO001511,GECO001511
GECO001512,GECO001512
GECO001513,GECO001513
GECO001514,GECO000713
GECO001515,GECO001515
GECO001516,GECO001516
GECO001517,GECO001517
GECO001518,GECO001518
GECO001519,GECO001519
GECO001520,GECO001520
GECO001521,GECO001521
GECO001522,GECO001522
GECO001523,GECO001523
GECO001524,GECO001376
GECO001525,GECO001525
GECO001526,GECO001526
GECO001527,GECO001527
GECO001528,GECO001528
GECO001529,GECO001529
GECO001530,GECO001443
GECO001531,GECO001531
GECO001532,GECO001532
GECO001533,GECO001533
GECO001534,GECO001534
GECO001535,GECO001535
GECO001536,GECO001536
GECO001537,GECO001537
GECO001538,GECO001538
GECO001539,GECO001539
GECO001540,GECO001540
GECO001541,GECO001541
GECO001542,GECO001542
GECO001543,GECO001543
GECO001544,GECO001242
GECO001545,GECO001545
GECO001546,GECO000563
GECO001547,GECO001547
GECO001548,GECO001548
GECO001549,GECO001549
GECO001550,GECO001550
GECO001551,GECO001551
GECO001552,GECO001552
GECO001553,GECO000135
GECO001554,GECO001554
GECO001555,GECO001555
GECO001556,GECO000038
GECO001557,GECO001557
GECO001558,GECO001558
GECO001559,GECO001559
GECO001560,GECO001560
GECO001561,GECO001561
GECO001562,GECO001562
GECO001563,GECO000323
GECO001564,GECO001564
GECO001565,GECO001565
GECO001566,GECO001566
GECO001567,GECO001567
GECO001568,GECO000605
GECO001569,GECO001569
GECO001570,GECO001570
GECO001571,GECO001571
GECO001572,GECO000913
GECO001573,GECO001573
GECO001574,GECO001574
GECO001575,GECO000204
GECO001576,GECO001576
GECO001577,GECO001577
GECO001578,GECO001578
GECO001579,GECO001579
GECO001580,GECO001580
GECO001581,GECO001101
GECO001582,GECO001582
GECO001583,GECO001238
GECO001584,GECO001584
GECO001585,GECO001585
GECO001586,GECO001319
GECO001587,GECO000092
GECO001588,GECO001588
GECO001589,GECO001589
GECO001590,GECO001590
GECO001591,GECO000900
GECO001592,GECO001592
GECO001593,GECO001593
GECO001594,GECO001423
GECO001595,GECO001595
GECO001596,GECO001596
GECO001597,GECO001597
GECO001598,GECO001598
GECO001599,GECO001599
GECO001600,GECO001600
GECO001601,GECO001601
GECO001602,GECO001602
GECO001603,GECO000539
GECO001604,GECO001604
GECO001605,GECO001605
GECO001606,GECO001606
GECO001607,GECO000479
GECO001608,GECO001608
GECO001609,GECO001609
GECO001610,GECO001610
GECO001611,GECO001611
GECO001612,GECO001612
GECO001613,GECO000077
GECO001614,GECO001614
GECO001615,GECO000240
GECO001616,GECO000227
GECO001617,GECO001617
GECO001618,GECO001618
GECO001619,GECO001619
GECO001620,GECO001620
GECO001621,GECO001621
GECO001622,GECO001622
GECO001623,GECO000138
GECO001624,GECO001624
GECO001625,GECO001625
GECO001626,GECO001626
GECO001627,GECO001627
GECO001628,GECO001628
GECO001629,GECO001629
GECO001630,GECO001369
GECO001631,GECO000011
GECO001632,GECO001632
GECO001633,GECO001633
GECO001634,GECO000392
GECO001635,GECO001635
GECO001636,GECO001636
GECO001637,GECO001637
GECO001638,GECO001638
GECO001639,GECO001006
GECO001640,GECO001640
GECO001641,GECO000326
GECO001642,GECO000667
GECO001643,GECO001643
GECO001644,GECO001644
GECO001645,GECO001645
GECO001646,GECO001646
GECO001647,GECO001647
GECO001648,GECO001648
GECO001649,GECO001649
GECO001650,GECO001650
GECO001651,GECO000598
GECO001652,GECO001652
GECO001653,GECO000368
GECO001654,GECO001227
GECO001655,GECO001655
GECO001656,GECO001656
GECO001657,GECO001657
GECO001658,GECO001658
GECO001659,GECO001659
GECO001660,GECO001660
GECO001661,GECO001661
GECO001662,GECO000733
GECO001663,GECO001663
GECO001664,GECO001664
GECO001665,GECO000894
GECO001666,GECO001666
GECO001667,GECO001667
GECO001668,GECO000241
GECO001669,GECO001267
GECO001670,GECO001670
GECO001671,GECO001671
GECO001672,GECO001672
GECO001673,GECO001673
GECO001674,GECO001674
GECO001675,GECO000037
GECO001676,GECO001676
GECO001677,GECO001677
GECO001678,GECO001678
GECO001679,GECO001679
GECO001680,GECO001680
GECO001681,GECO001681
GECO001682,GECO001682
GECO001683,GECO001683
GECO001684,GECO001684
GECO001685,GECO001685
GECO001686,GECO001686
GECO001687,GECO001333
GECO001688,GECO001688
GECO001689,GECO001248
GECO001690,GECO001690
GECO001691,GECO001691
GECO001692,GECO001692
GECO001693,GECO001693
GECO001694,GECO001523
GECO001695,GECO001695
GECO001696,GECO001696
GECO001697,GECO001139
GECO001698,GECO001698
GECO001699,GECO000742
GECO001700,GECO001700
GECO001701,GECO001701
GECO001702,GECO001702
GECO001703,GECO001703
GECO001704,GECO000194
GECO001705,GECO001705
GECO001706,GECO001706
GECO001707,GECO001707
GECO001708,GECO001708
GECO001709,GECO001709
GECO001710,GECO001710
GECO001711,GECO001711
GECO001712,GECO001712
GECO001713,GECO000506
GECO001714,GECO001714
GECO001715,GECO001715
GECO001716,GECO001222
GECO001717,GECO001717
GECO001718,GECO001718
GECO001719,GECO001719
GECO001720,GECO001720
GECO001721,GECO001721
GECO001722,GECO001540
GECO001723,GECO001723
GECO001724,GECO001724
GECO001725,GECO001725
GECO001726,GECO001726
GECO001727,GECO001727
GECO001728,GECO001728
GECO001729,GECO000868
GECO001730,GECO001730
GECO001731,GECO001731
GECO001732,GECO001732
GECO001733,GECO001733
GECO001734,GECO001400
GECO001735,GECO001735
GECO001736,GECO001736
GECO001737,GECO001737
GECO001738,GECO001738
GECO001739,GECO000187
GECO001740,GECO000939
GECO001741,GECO001741
GECO001742,GECO001742
GECO001743,GECO001743
GECO001744,GECO001744
GECO001745,GECO001745
GECO001746,GECO001746
GECO001747,GECO001747
GECO001748,GECO001748
GECO001749,GECO001749
GECO001750,GECO001750
GECO001751,GECO001751
GECO001752,GECO001752
GECO001753,GECO001753
GECO001754,GECO001754
GECO001755,GECO000669
GECO001756,GECO001756
GECO001757,GECO001757
GECO001758,GECO001758
GECO001759,GECO001388
GECO001760,GECO001760
GECO001761,GECO001761
GECO001762,GECO001584
GECO001763,GECO001763
GECO001764,GECO001764
GECO001765,GECO001164
GECO001766,GECO001766
GECO001767,GECO001767
GECO001768,GECO001768
GECO001769,GECO001769
GECO001770,GECO001770
GECO001771,GECO001771
GECO001772,GECO000169
GECO001773,GECO001773
GECO001774,GECO001774
GECO001775,GECO001775
GECO001776,GECO001776
GECO001777,GECO000683
GECO001778,GECO001778
GECO001779,GECO001779
GECO001780,GECO001780
GECO001781,GECO001781
GECO001782,GECO001782
GECO001783,GECO001783
GECO001784,GECO001784
GECO001785,GECO001785
GECO001786,GECO001786
GECO001787,GECO001787
GECO001788,GECO000555
GECO001789,GECO001612
GECO001790,GECO001790
GECO001791,GECO001791
GECO001792,GECO001792
GECO001793,GECO001793
GECO001794,GECO001794
GECO001795,GECO001795
GECO001796,GECO001796
GECO001797,GECO001797
GECO001798,GECO001798
GECO001799,GECO001799
GECO001800,GECO001800
GECO001801,GECO001801
GECO001802,GECO001802
GECO001803,GECO001803
GECO001804,GECO001804
GECO001805,GECO001805
GECO001806,GECO001806
GECO001807,GECO001807
GECO001808,GECO001808
GECO001809,GECO001809
GECO001810,GECO001810
GECO001811,GECO001811
GECO001812,GECO001812
GECO001813,GECO001813
GECO001814,GECO000900
GECO001815,GECO001815
GECO001816,GECO001816
GECO001817,GECO001817
GECO001818,GECO001818
GECO001819,GECO001819
GECO001820,GECO001820
GECO001821,GECO001821
GECO001822,GECO001822
GECO001823,GECO001823
GECO001824,GECO001824
GECO001825,GECO001825
GECO001826,GECO001826
GECO001827,GECO001827
GECO001828,GECO001828
GECO001829,GECO001829
GECO001830,GECO000778
GECO001831,GECO001250
GECO001832,GECO001832
GECO001833,GECO001337
GECO001834,GECO000093
GECO001835,GECO000252
GECO001836,GECO001836
GECO001837,GECO000047
GECO001838,GECO001838
GECO001839,GECO001839
GECO001840,GECO001840
GECO001841,GECO001116
GECO001842,GECO001842
GECO001843,GECO000317
GECO001844,GECO000206
GECO001845,GECO001845
GECO001846,GECO001846
GECO001847,GECO001847
GECO001848,GECO001848
GECO001849,GECO001849
GECO001850,GECO000499
GECO001851,GECO001851
GECO001852,GECO001852
GECO001853,GECO001853
GECO001854,GECO001854
GECO001855,GECO001361
GECO001856,GECO001856
GECO001857,GECO001857
GECO001858,GECO001858
GECO001859,GECO001859
GECO001860,GECO001860
GECO001861,GECO001861
GECO001862,GECO001862
GECO001863,GECO001863
GECO001864,GECO001864
GECO001865,GECO001865
GECO001866,GECO001866
GECO001867,GECO001867
GECO001868,GECO001868
GECO001869,GECO001869
GECO001870,GECO001870
GECO001871,GECO001871
GECO001872,GECO001872
GECO001873,GECO001873
GECO001874,GECO001874
GECO001875,GECO000050
GECO001876,GECO001876
GECO001877,GECO001877
GECO001878,GECO001002
GECO001879,GECO001879
GECO001880,GECO001880
GECO001881,GECO001881
GECO001882,GECO000835
GECO001883,GECO001883
GECO001884,GECO001884
GECO001885,GECO000216
GECO001886,GECO001886
GECO001887,GECO001712
GECO001888,GECO001888
GECO001889,GECO001277
GECO001890,GECO001890
GECO001891,GECO001891
GECO001892,GECO001892
GECO001893,GECO000394
GECO001894,GECO001894
GECO001895,GECO000702
GECO001896,GECO001896
GECO001897,GECO000285
GECO001898,GECO001597
GECO001899,GECO001712
GECO001900,GECO001900
GECO001901,GECO000646
GECO001902,GECO001902
GECO001903,GECO000479
GECO001904,GECO001904
GECO001905,GECO001905
GECO001906,GECO001518
GECO001907,GECO001907
GECO001908,GECO001908
GECO001909,GECO001909
GECO001910,GECO001910
GECO001911,GECO001911
GECO001912,GECO001912
GECO001913,GECO001913
GECO001914,GECO001914
GECO001915,GECO001915
GECO001916,GECO001916
GECO001917,GECO000010
GECO001918,GECO001918
GECO001919,GECO001919
GECO001920,GECO001920
GECO001921,GECO001921
GECO001922,GECO001009
GECO001923,GECO000122
GECO001924,GECO000979
GECO001925,GECO001925
GECO001926,GECO001926
GECO001927,GECO001927
GECO001928,GECO001928
GECO001929,GECO001929
GECO001930,GECO000439
GECO001931,GECO001931
GECO001932,GECO000363
GECO001933,GECO001933
GECO001934,GECO001934
GECO001935,GECO001935
GECO001936,GECO001936
GECO001937,GECO001937
GECO001938,GECO001938
GECO001939,GECO001939
GECO001940,GECO001940
GECO001941,GECO000396
GECO001942,GECO001638
GECO001943,GECO001569
GECO001944,GECO001944
GECO001945,GECO001945
GECO001946,GECO001946
GECO001947,GECO001947
GECO001948,GECO001558
GECO001949,GECO001949
GECO001950,GECO001950
GECO001951,GECO000394
GECO001952,GECO001952
GECO001953,GECO000615
GECO001954,GECO001954
GECO001955,GECO001955
GECO001956,GECO001500
GECO001957,GECO001957
GECO001958,GECO001958
GECO001959,GECO001959
GECO001960,GECO001960
GECO001961,GECO000380
GECO001962,GECO000272
GECO001963,GECO001963
GECO001964,GECO001096
GECO001965,GECO001965
GECO001966,GECO001966
GECO001967,GECO001130
GECO001968,GECO001968
GECO001969,GECO001969
GECO001970,GECO001970
GECO001971,GECO000560
GECO001972,GECO001972
GECO001973,GECO001973
GECO001974,GECO001267
GECO001975,GECO001011
GECO001976,GECO001976
GECO001977,GECO001977
GECO001978,GECO001978
GECO001979,GECO000332
GECO001980,GECO001980
GECO001981,GECO001981
GECO001982,GECO001982
GECO001983,GECO001983
GECO001984,GECO000107
GECO001985,GECO000458
GECO001986,GECO001986
GECO001987,GECO001987
GECO001988,GECO001988
GECO001989,GECO001989
GECO001990,GECO001990
GECO001991,GECO001991
GECO001992,GECO001992
GECO001993,GECO001993
GECO001994,GECO001994
GECO001995,GECO001995
GECO001996,GECO001996
GECO001997,GECO001997
GECO001998,GECO000097
GECO001999,GECO001089
GECO002000,GECO002000
GECO002001,GECO002001
GECO002002,GECO002002
GECO002003,GECO002003
GECO002004,GECO000720
GECO002005,GECO002005
GECO002006,GECO002006
GECO002007,GECO002007
GECO002008,GECO002008
GECO002009,GECO002009
GECO002010,GECO002010
GECO002011,GECO002011
GECO002012,GECO002012
GECO002013,GECO002013
GECO002014,GECO002014
GECO002015,GECO002015
GECO002016,GECO002016
GECO002017,GECO002017
GECO002018,GECO000139
GECO002019,GECO000254
GECO002020,GECO000054
GECO002021,GECO002021
GECO002022,GECO001434
GECO002023,GECO002023
GECO002024,GECO002024
GECO002025,GECO002025
GECO002026,GECO000506
GECO002027,GECO002027
GECO002028,GECO002028
GECO002029,GECO001928
GECO002030,GECO002030
GECO002031,GECO001447
GECO002032,GECO002032
GECO002033,GECO002033
GECO002034,GECO002034
GECO002035,GECO002035
GECO002036,GECO000669
GECO002037,GECO002037
GECO002038,GECO001803
GECO002039,GECO000257
GECO002040,GECO002040
GECO002041,GECO002041
GECO002042,GECO000191
GECO002043,GECO002043
GECO002044,GECO002044
GECO002045,GECO002045
GECO002046,GECO001743
GECO002047,GECO002047
